Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""GBMS Home Page/Assets""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:22:09,2019-04-08 11:22:09,0.046s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-04-08 11:22:09,2019-04-08 11:22:10,0.710s,PASSED
,,,,,,
Test Cases/ScreenCrawl/ScreenCrawlCarHire,Chrome 73.0.3683.86,"CC.gbrx.com page not functonal, test not complete. ",2019-04-08 11:22:12,2019-04-08 11:22:40,27.401s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-08 11:22:12,2019-04-08 11:22:16,3.159s,PASSED
deleteAllCookies(),Chrome 73.0.3683.86,,2019-04-08 11:22:16,2019-04-08 11:22:16,0.015s,PASSED
maximizeWindow(),Chrome 73.0.3683.86,,2019-04-08 11:22:16,2019-04-08 11:22:17,1.139s,PASSED
"navigateToUrl(""http://enspire-qa.gbrx.com/"")",Chrome 73.0.3683.86,,2019-04-08 11:22:17,2019-04-08 11:22:18,1.103s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:18,2019-04-08 11:22:18,0.014s,PASSED
"sendKeys(findTestObject(""Login Page/Username Field""), ScreenCrawlUser)",Chrome 73.0.3683.86,,2019-04-08 11:22:18,2019-04-08 11:22:18,0.153s,PASSED
"sendKeys(findTestObject(""Login Page/Password Field""), ScreenCrawlPass)",Chrome 73.0.3683.86,,2019-04-08 11:22:18,2019-04-08 11:22:18,0.087s,PASSED
"click(findTestObject(""Login Page/Login Button""))",Chrome 73.0.3683.86,,2019-04-08 11:22:18,2019-04-08 11:22:21,3.236s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:21,0.012s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:21,0.061s,PASSED
"click(findTestObject(""GBMS Home Page/button_Payables""))",Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:21,0.003s,NOT_RUN
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:21,0.002s,NOT_RUN
"switchToWindowTitle(""cc.gbrx.com"")",Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:21,0.003s,NOT_RUN
delay(3),Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:21,0.004s,NOT_RUN
back(),Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:21,0.003s,NOT_RUN
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:21,0.002s,NOT_RUN
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:21,0.039s,PASSED
"click(findTestObject(""GBMS Home Page/button_Reclaim Validation""))",Chrome 73.0.3683.86,,2019-04-08 11:22:21,2019-04-08 11:22:28,6.200s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:28,2019-04-08 11:22:28,0.013s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Reclaim Validation Candidate Dashboard/Search Section""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:28,2019-04-08 11:22:28,0.055s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:22:28,2019-04-08 11:22:28,0.136s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:28,2019-04-08 11:22:28,0.114s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.86,,2019-04-08 11:22:28,2019-04-08 11:22:28,0.037s,PASSED
"click(findTestObject(""GBMS Home Page/button_Reporting Dashboard""))",Chrome 73.0.3683.86,,2019-04-08 11:22:28,2019-04-08 11:22:29,0.872s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:29,2019-04-08 11:22:29,0.013s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Reporting Dashboard/Report Parameters""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:29,2019-04-08 11:22:29,0.041s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:22:29,2019-04-08 11:22:29,0.114s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:29,2019-04-08 11:22:29,0.079s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.86,,2019-04-08 11:22:29,2019-04-08 11:22:29,0.038s,PASSED
"click(findTestObject(""GBMS Home Page/button_Claims Management""))",Chrome 73.0.3683.86,,2019-04-08 11:22:29,2019-04-08 11:22:36,6.965s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:36,2019-04-08 11:22:36,0.032s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Process Claims/Search Parameters""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:36,2019-04-08 11:22:36,0.259s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Process Claims/ReceiptReporting Dates""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:36,2019-04-08 11:22:36,0.045s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Process Claims/Claim Search Results""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:36,2019-04-08 11:22:37,0.038s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:22:37,2019-04-08 11:22:37,0.259s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:37,2019-04-08 11:22:37,0.014s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.86,,2019-04-08 11:22:37,2019-04-08 11:22:37,0.035s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-04-08 11:22:37,2019-04-08 11:22:38,0.690s,PASSED
,,,,,,
Test Cases/ScreenCrawl/ScreenCrawlVisabilityLogistics,Chrome 73.0.3683.86,"Not finished, user has permissions issue. ",2019-04-08 11:22:40,2019-04-08 11:23:10,30.348s,FAILED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-08 11:22:40,2019-04-08 11:22:43,3.140s,PASSED
deleteAllCookies(),Chrome 73.0.3683.86,,2019-04-08 11:22:43,2019-04-08 11:22:43,0.013s,PASSED
maximizeWindow(),Chrome 73.0.3683.86,,2019-04-08 11:22:43,2019-04-08 11:22:44,1.130s,PASSED
"navigateToUrl(""http://enspire-qa.gbrx.com/"")",Chrome 73.0.3683.86,,2019-04-08 11:22:44,2019-04-08 11:22:45,1.196s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:45,2019-04-08 11:22:45,0.017s,PASSED
"sendKeys(findTestObject(""Login Page/Username Field""), ScreenCrawlUser)",Chrome 73.0.3683.86,,2019-04-08 11:22:45,2019-04-08 11:22:45,0.151s,PASSED
"sendKeys(findTestObject(""Login Page/Password Field""), ScreenCrawlPass)",Chrome 73.0.3683.86,,2019-04-08 11:22:45,2019-04-08 11:22:46,0.073s,PASSED
"click(findTestObject(""Login Page/Login Button""))",Chrome 73.0.3683.86,,2019-04-08 11:22:46,2019-04-08 11:22:47,1.414s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:47,2019-04-08 11:22:47,0.015s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Visibility  Logistics""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:22:47,2019-04-08 11:22:47,0.050s,PASSED
"click(findTestObject(""GBMS Home Page/button_Problem Trips""))",Chrome 73.0.3683.86,,2019-04-08 11:22:47,2019-04-08 11:22:54,6.701s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:54,2019-04-08 11:22:54,0.012s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Trip Problem Overview/Car Status by Car Mark""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:54,2019-04-08 11:22:54,0.050s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Trip Problem Overview/Search Trips by PO Number""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:54,2019-04-08 11:22:54,0.042s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Trip Problem Overview/Trip Problems""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:54,2019-04-08 11:22:54,0.041s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:22:54,2019-04-08 11:22:54,0.229s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:54,2019-04-08 11:22:54,0.016s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Visibility  Logistics""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:22:54,2019-04-08 11:22:54,0.042s,PASSED
"click(findTestObject(""GBMS Home Page/button_CLM Search""))",Chrome 73.0.3683.86,,2019-04-08 11:22:54,2019-04-08 11:22:57,3.234s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:57,2019-04-08 11:22:57,0.015s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/CLM Search/CLM Search""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:57,2019-04-08 11:22:57,0.037s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:22:57,2019-04-08 11:22:58,0.398s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:58,2019-04-08 11:22:58,0.020s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Visibility  Logistics""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:22:58,2019-04-08 11:22:58,0.041s,PASSED
"click(findTestObject(""GBMS Home Page/button_Trace Projects""))",Chrome 73.0.3683.86,,2019-04-08 11:22:58,2019-04-08 11:22:59,0.954s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:59,2019-04-08 11:22:59,0.019s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Tracing Project Search/Tracing Project Search""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:22:59,2019-04-08 11:22:59,0.060s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:22:59,2019-04-08 11:22:59,0.374s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:22:59,2019-04-08 11:22:59,0.016s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Visibility  Logistics""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:22:59,2019-04-08 11:22:59,0.042s,PASSED
"click(findTestObject(""GBMS Home Page/button_Trip Search""))",Chrome 73.0.3683.86,,2019-04-08 11:22:59,2019-04-08 11:23:03,4.091s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:03,2019-04-08 11:23:04,0.021s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Trip Search/Trip Search""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:23:04,2019-04-08 11:23:04,0.047s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:23:04,2019-04-08 11:23:04,0.170s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:04,2019-04-08 11:23:04,0.234s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Visibility  Logistics""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:23:04,2019-04-08 11:23:04,0.043s,PASSED
"click(findTestObject(""GBMS Home Page/button_Yard Dashboard""))",Chrome 73.0.3683.86,User does not have perms for this button. Page loads a blank page and error is thrown on the back end. ,2019-04-08 11:23:04,2019-04-08 11:23:07,3.411s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:07,2019-04-08 11:23:07,0.021s,PASSED
"waitForElementVisible(findTestObject(null), 0)",Chrome 73.0.3683.86,,2019-04-08 11:23:07,2019-04-08 11:23:08,0.374s,FAILED
,,,,,,
Test Cases/ScreenCrawl/ScreenCrawlMaintinance Management,Chrome 73.0.3683.86,~25 seconds Switching Windows will give browsers other than chrome issues. ,2019-04-08 11:23:10,2019-04-08 11:23:39,28.539s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-08 11:23:10,2019-04-08 11:23:14,4.138s,PASSED
deleteAllCookies(),Chrome 73.0.3683.86,,2019-04-08 11:23:14,2019-04-08 11:23:14,0.014s,PASSED
maximizeWindow(),Chrome 73.0.3683.86,,2019-04-08 11:23:14,2019-04-08 11:23:16,1.134s,PASSED
"navigateToUrl(""http://enspire-qa.gbrx.com/"")",Chrome 73.0.3683.86,,2019-04-08 11:23:16,2019-04-08 11:23:17,1.149s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:17,2019-04-08 11:23:17,0.014s,PASSED
"sendKeys(findTestObject(""Login Page/Username Field""), ScreenCrawlUser)",Chrome 73.0.3683.86,,2019-04-08 11:23:17,2019-04-08 11:23:17,0.191s,PASSED
"sendKeys(findTestObject(""Login Page/Password Field""), ScreenCrawlPass)",Chrome 73.0.3683.86,,2019-04-08 11:23:17,2019-04-08 11:23:17,0.088s,PASSED
"click(findTestObject(""Login Page/Login Button""))",Chrome 73.0.3683.86,,2019-04-08 11:23:17,2019-04-08 11:23:18,1.449s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:18,2019-04-08 11:23:18,0.015s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Maintenance Management""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:23:18,2019-04-08 11:23:18,0.075s,PASSED
"click(findTestObject(""GBMS Home Page/button_Mechanical Dashboard""))",Chrome 73.0.3683.86,,2019-04-08 11:23:18,2019-04-08 11:23:19,0.539s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:19,2019-04-08 11:23:19,0.016s,PASSED
"verifyElementVisible(findTestObject(""Mechanical Dashbord/b_Assets""))",Chrome 73.0.3683.86,,2019-04-08 11:23:19,2019-04-08 11:23:20,0.564s,PASSED
"verifyElementVisible(findTestObject(""Mechanical Dashbord/b_Event Tracking""))",Chrome 73.0.3683.86,,2019-04-08 11:23:20,2019-04-08 11:23:20,0.043s,PASSED
"verifyElementVisible(findTestObject(""Mechanical Dashbord/b_Audit Tracking""))",Chrome 73.0.3683.86,,2019-04-08 11:23:20,2019-04-08 11:23:20,0.002s,NOT_RUN
"verifyElementVisible(findTestObject(""Mechanical Dashbord/b_Car Events or Invoice Search""))",Chrome 73.0.3683.86,,2019-04-08 11:23:20,2019-04-08 11:23:20,0.037s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:23:20,2019-04-08 11:23:20,0.151s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:20,2019-04-08 11:23:20,0.311s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Maintenance Management""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:23:20,2019-04-08 11:23:20,0.040s,PASSED
"click(findTestObject(""GBMS Home Page/button_Accounting Search""))",Chrome 73.0.3683.86,,2019-04-08 11:23:20,2019-04-08 11:23:24,4.114s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:24,2019-04-08 11:23:24,0.013s,PASSED
"verifyElementVisible(findTestObject(""Accounting Search/Incoming Invoice Search Section""))",Chrome 73.0.3683.86,,2019-04-08 11:23:24,2019-04-08 11:23:24,0.056s,PASSED
"verifyElementVisible(findTestObject(""Accounting Search/Asset Search Section""))",Chrome 73.0.3683.86,,2019-04-08 11:23:24,2019-04-08 11:23:24,0.053s,PASSED
"verifyElementVisible(findTestObject(""Accounting Search/Outgoing Invoiced Search Section""))",Chrome 73.0.3683.86,,2019-04-08 11:23:24,2019-04-08 11:23:24,0.054s,PASSED
"verifyElementVisible(findTestObject(""Accounting Search/Car Search Section""))",Chrome 73.0.3683.86,,2019-04-08 11:23:24,2019-04-08 11:23:25,0.045s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:23:25,2019-04-08 11:23:25,0.381s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:25,2019-04-08 11:23:25,0.015s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Maintenance Management""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:23:25,2019-04-08 11:23:25,0.040s,PASSED
"click(findTestObject(""GBMS Home Page/button_Gauge Tables""))",Chrome 73.0.3683.86,,2019-04-08 11:23:25,2019-04-08 11:23:25,0.133s,PASSED
delay(5),Chrome 73.0.3683.86,,2019-04-08 11:23:25,2019-04-08 11:23:30,5.038s,PASSED
"switchToWindowTitle(""Tank Car: Gauge Table Data - The Greenbrier Companies"")",Chrome 73.0.3683.86,,2019-04-08 11:23:30,2019-04-08 11:23:31,1.122s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:31,2019-04-08 11:23:31,0.017s,PASSED
"verifyElementVisible(findTestObject(""Tank Car Gauge/Car Mark""))",Chrome 73.0.3683.86,,2019-04-08 11:23:31,2019-04-08 11:23:31,0.032s,PASSED
"verifyElementVisible(findTestObject(""Tank Car Gauge/Car Number (Start)""))",Chrome 73.0.3683.86,,2019-04-08 11:23:31,2019-04-08 11:23:31,0.035s,PASSED
"verifyElementVisible(findTestObject(""Tank Car Gauge/Car Number (End)""))",Chrome 73.0.3683.86,,2019-04-08 11:23:31,2019-04-08 11:23:31,0.032s,PASSED
"click(findTestObject(""Tank Car Gauge/Back to Gbrx.com""))",Chrome 73.0.3683.86,,2019-04-08 11:23:31,2019-04-08 11:23:34,3.059s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:34,2019-04-08 11:23:34,0.012s,PASSED
"verifyElementVisible(findTestObject(""Greenbrier Corp Home/NYSE_logo""))",Chrome 73.0.3683.86,,2019-04-08 11:23:34,2019-04-08 11:23:36,1.060s,PASSED
"switchToWindowUrl(""http://enspire-qa.gbrx.com/Home/Landing"")",Chrome 73.0.3683.86,,2019-04-08 11:23:36,2019-04-08 11:23:36,0.053s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:36,2019-04-08 11:23:36,0.015s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Maintenance Management""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 11:23:36,2019-04-08 11:23:36,0.041s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-04-08 11:23:36,2019-04-08 11:23:36,0.761s,PASSED
,,,,,,
Test Cases/ScreenCrawl/ScreenCrawlAccountingDropdown,Chrome 73.0.3683.86,"~30s
Functions on Chrome and IE. FF has issues finding some elements. ",2019-04-08 11:23:39,2019-04-08 11:24:30,51.372s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-08 11:23:39,2019-04-08 11:23:42,3.289s,PASSED
deleteAllCookies(),Chrome 73.0.3683.86,,2019-04-08 11:23:42,2019-04-08 11:23:42,0.013s,PASSED
maximizeWindow(),Chrome 73.0.3683.86,,2019-04-08 11:23:42,2019-04-08 11:23:43,1.138s,PASSED
"navigateToUrl(""http://enspire-qa.gbrx.com/"")",Chrome 73.0.3683.86,,2019-04-08 11:23:43,2019-04-08 11:23:44,1.164s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:44,2019-04-08 11:23:44,0.015s,PASSED
"sendKeys(findTestObject(""Login Page/Username Field""), ScreenCrawlUser)",Chrome 73.0.3683.86,,2019-04-08 11:23:44,2019-04-08 11:23:45,0.158s,PASSED
"sendKeys(findTestObject(""Login Page/Password Field""), ScreenCrawlPass)",Chrome 73.0.3683.86,,2019-04-08 11:23:45,2019-04-08 11:23:45,0.093s,PASSED
"click(findTestObject(""Login Page/Login Button""))",Chrome 73.0.3683.86,,2019-04-08 11:23:45,2019-04-08 11:23:47,2.755s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:47,2019-04-08 11:23:47,0.013s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.86,,2019-04-08 11:23:47,2019-04-08 11:23:47,0.046s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.86,,2019-04-08 11:23:47,2019-04-08 11:23:48,0.068s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Search Option""))",Chrome 73.0.3683.86,,2019-04-08 11:23:48,2019-04-08 11:23:49,1.105s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:49,0.019s,PASSED
"verifyElementVisible(findTestObject(""Accounting Search/Incoming Invoice Search Section""))",Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:49,0.068s,PASSED
"verifyElementVisible(findTestObject(""Accounting Search/Asset Search Section""))",Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:49,0.060s,PASSED
"verifyElementVisible(findTestObject(""Accounting Search/Outgoing Invoiced Search Section""))",Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:49,0.049s,PASSED
"verifyElementVisible(findTestObject(""Accounting Search/Car Search Section""))",Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:49,0.053s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:49,0.176s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:49,0.124s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:49,0.035s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:49,0.078s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Approve AP Option""))",Chrome 73.0.3683.86,,2019-04-08 11:23:49,2019-04-08 11:23:50,1.098s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 11:23:50,2019-04-08 11:23:50,0.013s,PASSED
"waitForElementVisible(findTestObject(""Approve AP/Invoices Grid""), 0)",Chrome 73.0.3683.86,,2019-04-08 11:23:50,2019-04-08 11:23:57,6.691s,PASSED
"verifyElementVisible(findTestObject(""Approve AP/Legend Img""))",Chrome 73.0.3683.86,,2019-04-08 11:23:57,2019-04-08 11:23:57,0.032s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 11:23:57,2019-04-08 11:23:57,0.141s,PASSED
