Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:03,2019-04-24 10:55:03,0.033s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:03,2019-04-24 10:55:03,0.042s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/On Hold Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:03,2019-04-24 10:55:05,1.941s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:05,2019-04-24 10:55:05,0.009s,PASSED
"verifyElementVisible(findTestObject(""On Hold/Invoices On Hold Header""))",Chrome 73.0.3683.103,,2019-04-24 10:55:05,2019-04-24 10:55:05,0.038s,PASSED
"verifyElementVisible(findTestObject(""On Hold/Un-Hold""))",Chrome 73.0.3683.103,,2019-04-24 10:55:05,2019-04-24 10:55:05,0.036s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:05,2019-04-24 10:55:05,0.292s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:05,2019-04-24 10:55:05,0.019s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:05,2019-04-24 10:55:05,0.057s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:05,2019-04-24 10:55:05,0.074s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Approve AR Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:05,2019-04-24 10:55:06,0.463s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:06,0.008s,PASSED
"waitForElementVisible(findTestObject(""Approve AR/AR Approvable Table""), 0)",Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:06,0.042s,PASSED
"waitForElementVisible(findTestObject(""Approve AR/Invoice Response AR Approvable Table""), 0)",Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:06,0.035s,PASSED
"verifyElementVisible(findTestObject(""Approve AR/CBA AR Approvable""))",Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:06,0.032s,PASSED
"verifyElementVisible(findTestObject(""Approve AR/Legend Img""))",Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:06,0.045s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:06,0.148s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:06,0.014s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:06,0.029s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:06,0.050s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Extra Charges Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:06,2019-04-24 10:55:07,0.591s,PASSED
"waitForElementVisible(findTestObject(""Extra Charges/Extra Charges Table""), 0)",Chrome 73.0.3683.103,,2019-04-24 10:55:07,2019-04-24 10:55:07,0.041s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:07,2019-04-24 10:55:07,0.007s,PASSED
"verifyElementVisible(findTestObject(""Extra Charges/Extra Charges Header""))",Chrome 73.0.3683.103,,2019-04-24 10:55:07,2019-04-24 10:55:07,0.037s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:07,2019-04-24 10:55:07,0.079s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:07,2019-04-24 10:55:07,0.077s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:07,2019-04-24 10:55:07,0.025s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:07,2019-04-24 10:55:07,0.045s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Invoiceable Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:07,2019-04-24 10:55:07,0.345s,PASSED
"verifyElementVisible(findTestObject(""Invoiceable/Loading...""))",Chrome 73.0.3683.103,,2019-04-24 10:55:07,2019-04-24 10:55:08,0.042s,PASSED
"waitForElementVisible(findTestObject(""Invoiceable/Pending Invoices Table""), 0)",Chrome 73.0.3683.103,,2019-04-24 10:55:08,2019-04-24 10:55:08,0.026s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:08,2019-04-24 10:55:08,0.008s,PASSED
"verifyElementVisible(findTestObject(""Invoiceable/Pending Invoices Header""))",Chrome 73.0.3683.103,,2019-04-24 10:55:08,2019-04-24 10:55:08,0.040s,PASSED
"verifyElementVisible(findTestObject(""Invoiceable/Legend Img""))",Chrome 73.0.3683.103,,2019-04-24 10:55:08,2019-04-24 10:55:08,0.026s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:08,2019-04-24 10:55:08,0.135s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:08,2019-04-24 10:55:08,0.030s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:08,2019-04-24 10:55:08,0.026s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:08,2019-04-24 10:55:08,0.045s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Integration System Errors Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:08,2019-04-24 10:55:09,0.945s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:09,2019-04-24 10:55:09,0.014s,PASSED
"verifyElementVisible(findTestObject(""Integration System Errors/Integration System Errors Header""))",Chrome 73.0.3683.103,,2019-04-24 10:55:09,2019-04-24 10:55:09,0.043s,PASSED
"verifyElementVisible(findTestObject(""Integration System Errors/System Erros Table""))",Chrome 73.0.3683.103,,2019-04-24 10:55:09,2019-04-24 10:55:09,0.027s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:09,2019-04-24 10:55:09,0.167s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:09,2019-04-24 10:55:09,0.009s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:09,2019-04-24 10:55:09,0.025s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:09,2019-04-24 10:55:09,0.048s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Outgoing Invoice Search Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:09,2019-04-24 10:55:10,0.579s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:10,2019-04-24 10:55:10,0.012s,PASSED
"verifyElementVisible(findTestObject(""Outgoing Invoice Search/Outgoing Invoice Search Header""))",Chrome 73.0.3683.103,,2019-04-24 10:55:10,2019-04-24 10:55:10,0.048s,PASSED
"verifyElementVisible(findTestObject(""Outgoing Invoice Search/Search Results Header""))",Chrome 73.0.3683.103,,2019-04-24 10:55:10,2019-04-24 10:55:10,0.063s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:10,2019-04-24 10:55:10,0.178s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:10,2019-04-24 10:55:10,0.010s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:10,2019-04-24 10:55:10,0.023s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:10,2019-04-24 10:55:10,0.046s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Invoice Response Progress Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:10,2019-04-24 10:55:12,2.348s,PASSED
"waitForElementVisible(findTestObject(""Invoice Responses In Progress/Invoice Response Progress Table""), 0)",Chrome 73.0.3683.103,,2019-04-24 10:55:12,2019-04-24 10:55:12,0.032s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:12,2019-04-24 10:55:12,0.016s,PASSED
"verifyElementVisible(findTestObject(""Invoice Responses In Progress/Invoice Responses In Progress Header""))",Chrome 73.0.3683.103,,2019-04-24 10:55:12,2019-04-24 10:55:13,0.038s,PASSED
"verifyElementVisible(findTestObject(""Invoice Responses In Progress/Outgoing CBA Letters Header""))",Chrome 73.0.3683.103,,2019-04-24 10:55:13,2019-04-24 10:55:13,0.029s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:13,2019-04-24 10:55:13,0.138s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:13,2019-04-24 10:55:13,0.008s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.103,,2019-04-24 10:55:13,2019-04-24 10:55:13,0.054s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,2019-04-24 10:55:13,2019-04-24 10:55:14,0.905s,PASSED
,,,,,,
Test Cases/ScreenCrawl/ScreenCrawlAssets,Chrome 73.0.3683.103,"~20 seconds Test user given correct rights, test runs correctly. 
",2019-04-24 10:55:16,2019-04-24 10:55:37,21.207s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-24 10:55:16,2019-04-24 10:55:19,3.223s,PASSED
deleteAllCookies(),Chrome 73.0.3683.103,,2019-04-24 10:55:19,2019-04-24 10:55:20,0.448s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-24 10:55:20,2019-04-24 10:55:21,1.237s,PASSED
"navigateToUrl(""http://enspire-qa.gbrx.com/"")",Chrome 73.0.3683.103,,2019-04-24 10:55:21,2019-04-24 10:55:22,1.214s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:22,2019-04-24 10:55:22,0.016s,PASSED
"sendKeys(findTestObject(""Login Page/Username Field""), ScreenCrawlUser)",Chrome 73.0.3683.103,,2019-04-24 10:55:22,2019-04-24 10:55:22,0.106s,PASSED
"sendKeys(findTestObject(""Login Page/Password Field""), ScreenCrawlPass)",Chrome 73.0.3683.103,,2019-04-24 10:55:22,2019-04-24 10:55:22,0.067s,PASSED
"click(findTestObject(""Login Page/Login Button""))",Chrome 73.0.3683.103,,2019-04-24 10:55:22,2019-04-24 10:55:23,0.950s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:23,2019-04-24 10:55:23,0.008s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Assets""), STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-24 10:55:23,2019-04-24 10:55:23,0.038s,PASSED
"click(findTestObject(""GBMS Home Page/button_Report Repository""))",Chrome 73.0.3683.103,,2019-04-24 10:55:23,2019-04-24 10:55:28,4.813s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:28,2019-04-24 10:55:28,0.010s,PASSED
"verifyElementVisible(findTestObject(""Report Repository/Search Results""))",Chrome 73.0.3683.103,,2019-04-24 10:55:28,2019-04-24 10:55:28,0.045s,PASSED
"verifyElementVisible(findTestObject(""Report Repository/Report Repository Search Header""), STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-24 10:55:28,2019-04-24 10:55:28,0.046s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:28,2019-04-24 10:55:28,0.156s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:28,2019-04-24 10:55:28,0.009s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Assets""), STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-24 10:55:28,2019-04-24 10:55:28,0.032s,PASSED
"click(findTestObject(""GBMS Home Page/button_Shop Forms""))",Chrome 73.0.3683.103,,2019-04-24 10:55:28,2019-04-24 10:55:29,0.675s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:29,2019-04-24 10:55:29,0.014s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Shop Reference Documents/Shop Reference Documents""))",Chrome 73.0.3683.103,,2019-04-24 10:55:29,2019-04-24 10:55:29,0.065s,PASSED
"verifyElementVisible(findTestObject(""Shop Reference Documents/button_Clear Filter""))",Chrome 73.0.3683.103,,2019-04-24 10:55:29,2019-04-24 10:55:29,0.152s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:29,2019-04-24 10:55:29,0.152s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:29,2019-04-24 10:55:29,0.008s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Assets""), STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-24 10:55:29,2019-04-24 10:55:29,0.028s,PASSED
"click(findTestObject(""GBMS Home Page/button_Customer Portal""))",Chrome 73.0.3683.103,,2019-04-24 10:55:29,2019-04-24 10:55:34,4.490s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:34,2019-04-24 10:55:34,0.010s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:34,2019-04-24 10:55:34,0.116s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:34,2019-04-24 10:55:34,0.038s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Assets""), STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-24 10:55:34,2019-04-24 10:55:34,0.026s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,2019-04-24 10:55:34,2019-04-24 10:55:35,0.772s,PASSED
,,,,,,
Test Cases/ScreenCrawl/ScreenCrawlAssetsDropdown,Chrome 73.0.3683.103,~30seconds,2019-04-24 10:55:37,2019-04-24 10:55:54,17.476s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-24 10:55:37,2019-04-24 10:55:40,3.249s,PASSED
deleteAllCookies(),Chrome 73.0.3683.103,,2019-04-24 10:55:40,2019-04-24 10:55:40,0.044s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-24 10:55:40,2019-04-24 10:55:42,1.130s,PASSED
"navigateToUrl(""http://enspire-qa.gbrx.com/"")",Chrome 73.0.3683.103,,2019-04-24 10:55:42,2019-04-24 10:55:43,1.312s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:43,2019-04-24 10:55:43,0.026s,PASSED
"sendKeys(findTestObject(""Login Page/Username Field""), ScreenCrawlUser)",Chrome 73.0.3683.103,,2019-04-24 10:55:43,2019-04-24 10:55:43,0.125s,PASSED
"sendKeys(findTestObject(""Login Page/Password Field""), ScreenCrawlPass)",Chrome 73.0.3683.103,,2019-04-24 10:55:43,2019-04-24 10:55:43,0.056s,PASSED
"click(findTestObject(""Login Page/Login Button""))",Chrome 73.0.3683.103,,2019-04-24 10:55:43,2019-04-24 10:55:44,1.055s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:44,2019-04-24 10:55:44,0.009s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.103,,2019-04-24 10:55:44,2019-04-24 10:55:44,0.028s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:44,2019-04-24 10:55:44,0.054s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:44,2019-04-24 10:55:44,0.043s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/AssetView 360 Search Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:44,2019-04-24 10:55:44,0.033s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/AssetView 360 Search Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:44,2019-04-24 10:55:45,0.344s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.059s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/AssetView 360 Search/Asset Mark""))",Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.040s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.125s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.024s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.023s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.024s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.043s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/Manage Asset Groups Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.030s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Manage Asset Groups Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.225s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.011s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Asset Group Search/Asset Group Search""))",Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.039s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.140s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.012s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:45,0.028s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:45,2019-04-24 10:55:46,0.021s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.044s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/Car Spec. Bulk Update Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.029s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Car Spec. Bulk Update Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.255s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.012s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Car Spec. Bulk Entry - Asset Search/Car Specification Bulk Edit Asset Selection""))",Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.052s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.197s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.076s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.027s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.023s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.045s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/Clone Asset Specifications Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:46,0.050s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Clone Asset Specifications Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:46,2019-04-24 10:55:47,0.173s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:47,2019-04-24 10:55:47,0.011s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Clone Car Find Assets/Asset to Clone""))",Chrome 73.0.3683.103,,2019-04-24 10:55:47,2019-04-24 10:55:47,0.053s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:47,2019-04-24 10:55:47,0.070s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:47,2019-04-24 10:55:47,0.008s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/GBX Logo""))",Chrome 73.0.3683.103,,2019-04-24 10:55:47,2019-04-24 10:55:47,0.121s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:47,2019-04-24 10:55:47,0.021s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Assets Dropdown""))",Chrome 73.0.3683.103,,2019-04-24 10:55:47,2019-04-24 10:55:47,0.056s,PASSED
"verifyElementClickable(findTestObject(""GBMS Home Page Dropdowns/Car Information Search Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:47,2019-04-24 10:55:47,0.046s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Car Information Search Option""))",Chrome 73.0.3683.103,,2019-04-24 10:55:47,2019-04-24 10:55:49,2.435s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-24 10:55:49,2019-04-24 10:55:49,0.009s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Car Information Search/Asset Search""))",Chrome 73.0.3683.103,,2019-04-24 10:55:49,2019-04-24 10:55:49,0.033s,PASSED
back(),Chrome 73.0.3683.103,,2019-04-24 10:55:49,2019-04-24 10:55:49,0.078s,PASSED
